SMILES
C1(=NC(=NN1)N)N
CCCCCC(C1C(CC(CC(CC(CC(CC(CC(C(=CC=CC=CC=CC=CC(C(OC1=O)C)O)C)O)O)O)O)O)O)O)O
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
C1=CC=C2C(=C1)C=CC(=C2O)N=O
C1=CC=C(C=C1)N2C3N(C2=NN3C4=CC=CC=C4)C5=CC=CC=C5
C1=CC2=C(C(=C1)N)C(=O)C3=C(C2=O)C(=CC=C3)N
CC1=CC(=C(C=C1N)N)CC2=C(C=C(C(=C2)C)N)N
C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)O)[N+](=O)[O-].[Na+]
C1=CC2=C(C=C(C=C2)N=NC3=CC(=C(C=CC4=C(C=C(C=C4)N=NC5=CC(=C1C=C5)S(=O)(=O)O)S(=O)(=O)O)C=C3)S(=O)(=O)O)S(=O)(=O)O.[Na+]
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)O
C1=CC(=CC=C1C[As](=O)(O)O)[N+](=O)[O-]
CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C
C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)Cl.[I-]
C[N+]1=C(SC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-]
CC1(C2=CC=CC=C2[N+](=C1C=CC=CC3=CC=CC=C3)C)C.[I-]
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)C[N+](C)(C)[O-]
C1=CC(=CN=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)N
C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=CC(=C3)S(=O)(=O)O)O)O.[Na+]
CC1=CC2=C(C=C1N)N=C3C=C(C=CC3=C2)N(C)C.Cl
C1=CC=C(C(=C1)C(=O)O)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)O)S(=O)(=O)O.[Na+]
C1=CC(=C(C=C1NC2=C3C=CC(=CC3=NC=C2)Cl)O)C(=O)O.Cl
COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C=C4)O)CN5CCCC5.Cl
CC(C)C1=CC2=C(C=C1)C3CCCC(C3CC2)(C)NCC4=CC=CC=C4.Cl
C1=CC(=CC=C1C(=O)CSSCC(=O)C2=CC=C(C=C2)Cl)Cl
CN1C(=CC=C1SC2=CC=C(N2C)C3=CN=CC=C3)C4=CN=CC=C4
CCCCCCCCCCCCCC[N+]1=CC=CC(=C1)C(=O)N.[Br-]
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
C1CC(CC[CH-]1)CS(=O)(=O)N.C1=CC=NC=C1.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Sb+5]
C1=CC2=C(C=C1N)S(=O)(=O)C3=C2C=CC(=C3)N
CCOC1=CC=CC=C1NC2=C(C=C(C=C2)N)S(=O)(=O)O
CC1=CC2=CC3=C(C=C(C(=C3)C)N)N=C2C=C1N.Cl
C1=CC=C2C(=C1)C=C(C(=C2S(=O)(=O)O)N=NC3=CC=C(C=C3)N)S(=O)(=O)O
CCCCCCN(CCCCCC)C(=N)C1=CC=NC2=CC=CC=C12
CN(CCC(=O)C(=CC1=CC=CC=C1)C2=CC=C(C=C2)Cl)CC3=CC=CC=C3
CCCCCCCCN(CCCCCCCC)C(=N)C1=CC=NC2=CC=CC=C12
C(C(C(=O)O)N)SC(=CCl)Cl
C1=CC=C2C(=C1)C(C3=CC=CC=C32)C(CC(=O)O)C(=O)O
C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])O
CC1=CC=C(C=C1)NSC2=CC=CC=C2[N+](=O)[O-]
CC1=C(C=CC(=C1Cl)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)O)S(=O)(=O)O.[Ca+2]
C1C2=C(C=CC(=C2)NC=O)C3=C1C=C(C=C3)[N+](=O)[O-]
C(CC(=O)O)C(=O)CN.Cl
C[N+]1(CCCC2=CC=CC=C21)NCC[N+](C)(C)C.[I-]
C1(C(C(C(C(C1O)O)O)N=C(N)N)O)N=C(N)N.OS(=O)(=O)O
C1=CC2=C(C=C1Cl)NC(=N2)C(C(C(C(CO)O)O)O)O
C1CCN(CC1)CC2CCCCC2=O.Cl
C1=CC(=CC=C1C2=CC=C(C=C2)N=C(N)N)N=C(N)N.OS(=O)(=O)O
CC1(C(NC(S1)C(C(=O)OC(C)(C)C)N2C(=O)C3=CC=CC=C3C2=O)C(=O)O)C
C1=CC=C(C=C1)CS(=O)(=O)NC2=CC=C(C=C2)C(=O)O
CC(C)C1=CC(=O)C(=CC=C1)O
